icao,iata,name,callsign,country,active
ATP,,ASTRAL Colombia - Aerotransportes Especiales Ltda.,ASTRAL,Colombia,N
ATQ,,Air Transport Schiphol,MULTI,Netherlands,N
FEO,,Aeroferinco,FERINCO,Mexico,N
FES,,Aero Taxis Y Servicios Alfe,AERO ALFE,Mexico,N
FFA,,Avialesookhrana,AVIALESOOKHRANA,Russia,N
FFB,,Africair Service,FOXTROT FOXTROT,Senegal,N
ATR,,Atlas Airlines,ATLAS-AIR,United States,N
ATS,,Air Transport Service,,Democratic Republic of the Congo,N
ATT,,Aer Turas,AERTURAS,Ireland,N
ATU,,Atlant Aerobatics Ltd.,ATLANT HUNGARY,Hungary,N
ATV,,Avanti Air,AVANTI AIR,Germany,N
ATW,,Aero Trades (Western) Ltd.,AERO TRADES,Canada,N
AUA,OS,Austrian Airlines,AUSTRIAN,Austria,Y
WOW,,Air Southwest,SWALLOW,United Kingdom,Y
AUB,IQ,Augsburg Airways,AUGSBURG-AIR,Germany,Y
CPV,,Air Corporate,AIRCORPORATE,Italy,N
TUP,,Aviastar-Tu,TUPOLEVAIR,Russia,N
ABW,RU,AirBridge Cargo,AIRBRIDGE CARGO,Russia,N
TUR,,ATUR,,Ecuador,Y
TXU,,ATESA Aerotaxis Ecuatorianos,ATESA,Ecuador,N
TXX,,Austin Express,COWBOY,United States,N
AUD,,Audi Air,Inc.,AUDI AIR,N
AUF,,Augusta Air Luftfahrtunternehmen,AUGUSTA,Germany,N
AUH,MO,Abu Dhabi Amiri Flight,SULTAN,United Arab Emirates,Y
AUL,5N,Aeroflot-Nord,DVINA,Russia,Y
AUM,,Air Atlantic Uruguay,ATLAMUR,Uruguay,N
AUN,,Aviones Unidos,AVIONES UNIDOS,Mexico,N
AUP,,Avia Business Group,,Russia,N
SVE,,Aero Servicios Expecializados,AEROESPECIAL,Mexico,N
AUR,GR,Aurigny Air Services,AYLINE,United Kingdom,Y
AUS,NO,Aus-Air,,Australia,N
AUT,AU,Austral Lineas Aereas,AUSTRAL,Argentina,Y
AUU,,Aurora Aviation,Inc.,AURORA AIR,N
AUX,,Air Uganda International Ltd.,,Uganda,N
AUY,,Aerolineas Uruguayas,S.A.,AUSA,N
AUZ,AO,Australian Airlines,AUSTRALIAN,Australia,N
AVA,AV,Avianca - Aerovias Nacionales de Colombia,S.A.,AVIANCA,Y
AVB,,Aviation Beaufort,BEAUPAIR,United Kingdom,N
AVD,,Alamo Aviacion,S.L.,ALAMO,N
AVF,,Aviair Aviation Ltd.,CARIBOO,Canada,N
AVG,,Air Falcon,DJIBOUTI FALCON,Djibouti,N
AVH,,AV8 Helicopters,KENT HELI,United Kingdom,N
AVJ,,Avia Traffic Company,ATOMIC,Kyrgyzstan,N
AVK,,AV8 Helicopters,AVIATE-COPTER,South Africa,N
AVM,,Aviacion Ejecutiva Mexicana,S.A.,AVEMEX,N
AVN,NF,Air Vanuatu,AIR VAN,Vanuatu,Y
AVO,,Aviation at Work,AVIATION WORK,South Africa,N
AVP,,Avcorp Registrations,AVCORP,United Kingdom,N
LFP,,Alfa Aerospace,ALFA-SPACE,Australia,N
LFR,,Atlantic Airfreight Aviation,LANFREIGHT,Sao Tome and Principe,N
LFT,,Aerolift Company,LIFTCO,Sierra Leone,N
AVQ,,Aviation Services,Inc.,AQUILINE,N
AVR,,Active Aero Charter,Inc.,ACTIVE AERO,N
AVS,,Avialsa T-35,AVIALSA,Spain,N
AVT,,Asia Avia Airlines,ASIAVIA,Indonesia,N
AVU,,Avia Sud A,AVIASUD,France,N
AVV,,Airvantage Incorporated,AIRVANTAGE,United States,N
AVW,,Aviator Airways,AVIATOR,Greece,N
AVX,,Aviapaslauga,PASLAUGA,Lithuania,N
XXX,,ASL,,Belgium,N
YRG,,Air Yugoslavia,YUGAIR,Serbia,N
ZAK,K8,Airlink Zambia,,Zambia,N
ZZM,,Agence Nationale des Aerodromes et de la Meteorologie,,Ivory Coast,N
BGA,,Airbus Transport International,BELOUGA,France,N
BGD,B9,Air Bangladesh,AIR BANGLA,Bangladesh,Y
BGF,,Aviodetachment-28,BULGARIAN,Bulgaria,N
BGG,,Aero BG,AERO BG,Mexico,N
BHC,,Aerotaxis De La Bahia,BAHIA,Mexico,N
BIE,DR,Air Mediterranee,MEDITERRANEE,France,Y
BIV,,Aviaservice,AVIASERVICE,Georgia,N
SZA,,Aerolineas De El Salvador,AESA,El Salvador,N
SZL,,Swaziland Airlink,SWAZILINK,Swaziland,N
TAH,,Air Moorea,AIR MOOREA,France,Y
AVY,,Aerovaradero,S.A.,AEROVARADERO,N
AVZ,,Air Valencia,AIR VALENCIA,Spain,N
AWB,,Airways International,Inc.,AIRNAT,N
AWK,,Airwork,AIRWORK,New Zealand,N
AWL,,Australian Wetleasing,AUSSIEWORLD,Australia,N
AWN,,Air Niamey,AIR NIAMEY,Niger,N
AWO,,Awood Air Ltd.,AWOOD AIR,Canada,N
AWR,,Arctic Wings And Rotors Ltd.,ARCTIC WINGS,Canada,N
ISM,,Auo Airclub AIST-M,STORK,Russia,N
AWS,,Arab Wings,ARAB WINGS,Jordan,N
AWT,,Air West,AIR WEST,Canada,N
AWU,7E,Aeroline GmbH,SYLT-AIR,Germany,Y
AWV,,Airwave Transport,Inc.,AIRWAVE,N
AWW,6G,Air Wales,RED DRAGON,United Kingdom,Y
AWY,,Aeroway,S.L.,AEROWEE,N
FWI,TX,Air Caraïbes,FRENCH WEST,France,Y
AWZ,,AirWest,,Sudan,N
AXB,IX,Air India Express,EXPRESS INDIA,India,Y
AXD,,Air Express,AIR SUDEX,Sudan,N
AXF,HJ,Asian Express Airlines,FREIGHTEXPRESS,Australia,N
AXH,,Aeromexhaga,AEROMEXHAGA,Mexico,N
AXI,,Aeron International Airlines,Inc.,AIR FREIGHTER,N
AXK,,African Express Airways,EXPRESS JET,Kenya,N
AXL,XT,Air Exel,EXEL COMMUTER,Netherlands,Y
AXM,AK,AirAsia,ASIAN EXPRESS,Malaysia,Y
AXN,,Alexandair,ALEXANDROS,Greece,N
AXP,,Aeromax,AEROMAX SPAIN,Spain,N
AXQ,,Action Airlines (Action Air Charter),ACTION AIR,United States,N
BNI,,Alberni Airways,ALBERNI,Canada,N
BNZ,,Aerolineas Bonanza,AERO BONANZA,Mexico,N
BOC,,Aerobona,AEROBONA,Mexico,N
BOI,,Aboitiz Air,ABAIR,Philippines,N
AXR,,Axel Rent,S.A.,RENTAXEL,N
AXS,,Altus Airlines,ALTUS,United States,N
AXV,,Aviaxess,AXAVIA,France,N
AXX,,Avioimpex A.D.p.o.,IMPEX,Macedonia,N
AXY,6V,Axis Airways,AXIS,France,N
AYD,,Aladia Airlines,AIRLINES ALADIA,Mexico,N
AYK,,Aykavia Aircompany,,Armenia,N
AYM,,Airman,S.L.,AIRMAN,N
AYN,,Atlantic Airlines,S.A.,ATLANTIC NICARAGUA,N
AYS,,Awsaj Aviation Services,,Libya,N
AYT,,Ayeet Aviation & Tourism,AYEET,Israel,N
AYZ,3G,Atlant-Soyuz Airlines,ATLANT-SOYUZ,Russia,Y
AZA,AZ,Alitalia,ALITALIA,Italy,Y
AZB,,Azamat,TUMARA,Kazakhstan,N
AZE,ZE,Arcus-Air Logistic,ARCUS AIR,Germany,N
AZF,,Air Zermatt AG,AIR ZERMATT,Switzerland,N
AZK,,Azalhelikopter,AZALHELICOPTER,Azerbaijan,N
AZL,,Africa One,SKY AFRICA,Zambia,N
AZM,,Aerocozumel,AEROCOZUMEL,Mexico,N
AZN,Z8,Amaszonas,,Bolivia,Y
AZP,,Arizona Pacific Airways,ARIZONA PACIFIC,United States,N
AZS,,Aviacon Zitotrans Air Company,ZITOTRANS,Russia,N
AZT,,Azimut,S.A.,AZIMUT,N
AZV,,Azov Avia Airlines,AZOV AVIA,Ukraine,N
AZW,UM,Air Zimbabwe,AIR ZIMBABWE,Zimbabwe,Y
MHC,,Aero Jomacha,AERO JOMACHA,Mexico,N
MHS,,Air Memphis,AIR MEMPHIS,Egypt,N
MHU,,Air Memphis,MEPHIS UGANDA,Uganda,N
MKH,,Air Marrakech Service,AIR MARRAKECH,Morocco,N
AZX,,Air Max Africa,AZIMA,Gabon,N
AZY,,Arizona Airways,Inc.,ARIZAIR,N
AZZ,,Azza Transport,AZZA TRANSPORT,Sudan,N
NAR,,Air Continental Inc,NIGHT AIR,United States,N
NAU,,Antanik-Air,ANTANIK,Ukraine,N
NER,,Air Newark,NEWAIR,United States,N
NFF,,Aircraft Support and Services,,Lebanon,N
OBA,,Aerobanana,AEROBANANA,Mexico,N
OBK,,Amako Airlines,AMAKO AIR,Nigeria,N
OCA,R7,Aserca Airlines,AROSCA,Venezuela,Y
NFS,,Afrique CArgo Service Senegal,,Senegal,N
NGC,,Angoservice,ANGOSERVICE,Angola,N
NGE,,Angel Airlines,ANGEL AIR,Thailand,N
NGF,,Angel Flight America,ANGEL FLIGHT,United States,N
OUL,,Air Atonabee,CITY EXPRESS,Canada,N
OVA,,Aero Nova,AERONOVA,Spain,N
XPE,,Amira Air,EXPERT,Austria,N
XSS,,Aero Express Intercontinental,INTER EXPRESS,Mexico,N
XTJ,,Advance Aviation Services,,United States,N
TLR,,Air Libya Tibesti,AIR LIBYA,Libya,N
OVC,,Aerovic,,Ecuador,N
RVE,,Airventure,AIRVENTURE,Belgium,N
RVI,,Aero Servicios,AERO SERVICIOS,Mexico,N
RVL,,Airvallee,AIR VALLEE,Italy,N
OVE,,Aeromover,AEROMOVER,Mexico,N
OVI,,Aerovias Ejecutivas,VIAS EJECUTIVAS,Mexico,N
PTD,,Aero Servicio Pity,PITY,Mexico,N
PTE,,Aero Copter,,Mexico,N
SDM,FV,Rossiya-Russian Airlines,PULKOVO,Russia,Y
PLL,,Air Pal,AIRPAL,Spain,N
PLM,,Air Pullmantur,PULLMANTUR,Spain,N
AEH,RX,Aviaexpress,Avex,Hungary,N
PSG,,Aviones Para Servirle,SERVIAVIONES,Mexico,N
SLU,,Avio Sluzba,AVIO SLUZBA,Serbia,N
SCU,,Air Scorpio,SCORPIO UNIVERS,Bulgaria,N
SIP,,Air Spirit,AIR SPIRIT,United States,N
BMV,,Alatau Airlines,OLIGA,Kazakhstan,N
GUG,,Aviateca,AVIATECA,Guatemala,N
PXX,,Aroostook Aviation,PINE STATE,United States,N
PYC,,Aeropycsa,AEROPYCSA,Mexico,N
PVK,,Association of Private Pilots of Kazakhstan,BORIS,Kazakhstan,N
BAH,,The Amiri Flight,BAHRAIN,Bahrain,N
BAS,,Aero Services,AEROSERV,Barbados,N
BBE,,Ababeel Aviation,BABEL AIR,Sudan,N
BBT,,Air Bashkortostan,AGYDAL,Russia,N
MCY,,Ambulance Air Africa,MERCY,South Africa,N
EGF,MQ,American Eagle Airlines,EAGLE FLIGHT,United States,Y
PUE,,Aeropuelche,PUELCHE,Chile,N
PUT,,Aeroput,,Serbia,N
AZI,,Azzurra Air,AZZURRA,Italy,N
VUE,,AD Aviation,FLIGHTVUE,United Kingdom,Y
XCT,,Aero Costa Taxi Aereo,AEROCOSTAXI,Mexico,N
VRO,,Aerovitro,AEROVITRO,Mexico,N
VRI,,Aerotaxi Villa Rica,VILLARICA,Mexico,N
VEG,,Aerovega,AEROVEGA,Mexico,N
VVG,,Aerovilla,AEROVILLA,Colombia,N
VLR,,Aerolineas Villaverde,VILLAVERDE,Mexico,N
WIL,,Aero Air,WILLIAMETTE,United States,N
VEJ,,Aero Ejecutivos,VENEJECUTIV,Venezuela,N
WAB,,Aero Industries Inc,WABASH,United States,N
VNG,,Aero Servicios Vanguardia,VANGUARDIA,Mexico,N
VAD,,Aero Taxi Los Valles,VALLES,Spain,N
VMR,,Aero Vilamoura,AERO VILAMOURA,Portugal,N
VLS,,Aero Virel,VIREL,Mexico,N
XAA,,Aeronautical Radio Inc,,United States,N
VUO,,Aerovuelox,AEROVUELOX,Mexico,N
VTM,,Aeronaves TSM,AERONAVES TSM,Mexico,N
VUN,VU,Air Ivoire,AIRIVOIRE,Ivory Coast,Y
BOT,BP,Air Botswana,BOTSWANA,Botswana,Y
XPR,,Air-Rep,,United States,N
XLL,,Air Excel,TINGA-TINGA,Tanzania,N
VAE,,Air Evans,AIR-EVANS,Spain,N
WHY,,Air Sorel,AIR SOREL,Canada,N
WDR,,Air Net Private Charter,WIND RIDER,United States,N
XEC,,Air Executive Charter,,Germany,N
UPA,GS,Air Foyle,FOYLE,United Kingdom,Y
VTY,,Air Midwest,VICTORY,Nigeria,N
VTA,VT,Air Tahiti,AIR TAHITI,French Polynesia,Y
URG,3N,Air Urga,URGA,Ukraine,N
VDR,,Air Vardar,VARDAR,Macedonia,N
VIM,VL,Air VIA,,Bulgaria,Y
WLR,,Air Walser,AIRWALSER,Italy,N
URA,,Aircompany Rosavia,ROSAVIA,Ukraine,N
XLB,,Aircraft Performance Group,,United States,N
WLA,,Airwaves Airlink,AIRLIMITED,Zambia,N
XFX,,Airways Corporation of New Zealand,AIRCORP,New Zealand,N
WAY,,Airways,GARONNE,France,N
WGS,,Airwings oy,AIRWINGS,Finland,N
XAK,,Airkenya,SUNEXPRESS,Kenya,N
WPK,,Air-Lift Associates,WOLFPACK,United States,N
VAB,,Airtrans Ltd,,Russia,N
URP,,ARP 410 Airlines,AIR-ARP,Ukraine,N
WPR,,Auckland Regional Rescue Helicopter Trust,WESTPAC RESCUE,New Zealand,N
URR,,Aurora Airlines,AIR AURORA,Slovenia,N
UST,,Austro Aereo,AUSTRO AEREO,Ecuador,N
WLT,,Aviation Partners,WINGLET,United States,N
VLV,,Avialift Vladivostok,VLADLIFT,Russia,N
VME,,Aviacion Comercial de America,AVIAMERICA,Mexico,N
VVA,,Aviast Air,IALSI,Russia,N
WLV,,Aviation North,WOLVERINE,United States,N
WTA,FK,Africa West,WEST TOGO,Togo,Y
VNT,,Avient Air Zambia,AVIENT,Zambia,N
VZR,,Aviazur,IAZUR,France,N
VID,,Aviaprad,AVIAPRAD,Russia,N
VXG,G2,Avirex,AVIREX-GABON,Gabon,N
VXX,,Aviaexpress Aircompany,EXPRESSAVIA,Ukraine,N
XAM,,AMR Services Corporation,ALLIANCE,United States,N
XAO,,Airline Operations Services,,United States,N
VAZ,,Airlines 400,REMONT AIR,Russia,N
VAS,V8,ATRAN Cargo Airlines,ATRAN,Russian Federation,Y
VAM,,Ameravia,AMERAVIA,Uruguay,N
VAV,,Angkor Air,AIR ANGKOR,Cambodia,N
VBC,,AVB-2004 Ltd,AIR VICTOR,Bulgaria,N
XKX,,ASECNA,,France,N
XAT,,AT and T Aviation Division,,United States,N
VAI,,Avalair,AIR AVALAIR,Serbia,N
VRT,,Averitt Air Charter,AVERITT,United States,N
AVE,VE,Avensa,Avensa,Venezuela,N
VLI,V5,Avolar Aerolineas,AEROVOLAR,Mexico,N
VSA,,Avstar Aviation,STARBIRD,South Africa,N
VSC,,AVESCA,AVESCA,Colombia,N
XAV,,Aviaprom Enterprises,AVIAPROM,Russia,N
VTT,,Avia Trans Air Transport,VIATRANSPORT,Sudan,N
VSR,,Aviostart AS,AVIOSTART,Bulgaria,N
VTG,,Aviacao Transportes Aereos e Cargas,ATACARGO,Angola,N
XJA,,Assistance Aeroportuaire de L'Aeroport de Paris,,France,N
XFS,,American Flight Service Systems,,United States,N
XXV,,AASANA,,Bolivia,N
XME,,Australian air Express,AUS-CARGO,Australia,N
XMG,,AMS Group,,Russia,N
CAJ,,Air Caraibes Atlantique,CAR LINE,France,N
CAO,,Air China Cargo,AIRCHINA FREIGHT,China,N
CBE,,Aerovias Caribe,AEROCARIBE,Mexico,N
CBO,,Aerotaxi del Cabo,TAXI CABO,Mexico,N
CBS,,Air Columbus,AIR COLUMBUS,Ukraine,N
CBV,,Aero Cabo,CABOAEREO,Mexico,N
CCA,CA,Air China,AIR CHINA,China,Y
CDA,,Aerocardal,CARDAL,Chile,N
CDP,Q6,Aero Condor Peru,CONDOR-PERU,Peru,Y
CDU,,Aerotrans,,Russia,N
CDV,,Airline Skol,SKOL,Russia,N
CFF,,Aerofan,AEROFAN,Spain,N
CFM,,ACEF,ACEF,Portugal,N
CFR,,Africa One,,Democratic Republic of the Congo,N
CFV,,Aero Calafia,CALAFIA,Mexico,N
CGB,,Air Cargo Belize,CARGO BELIZE,Belize,N
CGV,,Aero Clube Do Algarve,CLUBE ALGARVE,Portugal,N
CGW,,Air Great Wall,CHANGCHENG,China,N
CHJ,,Aircompany Chaika,AIR CHAIKA,Ukraine,N
CHR,,Air Charter Services,ZAIRE CHARTER,Democratic Republic of the Congo,N
CHV,,Air Charter Professionals,CHARTAIR,United States,N
CID,,Asia Continental Airlines,ACID,Kazakhstan,N
CIR,5F,Arctic Circle Air Service,AIR ARCTIC,United States,N
CKL,,Aviation Charter Services,CIRCLE CITY,United States,N
CLL,,Aerovias Castillo,AEROCASTILLO,Mexico,N
CLP,,Aero Club De Portugal,CLUB PORTUGAL,Portugal,N
CMF,,Air Care Alliance,COMPASSION,United States,N
CND,,Aero Continente Dominicana,CONDOMINICANA,Dominican Republic,N
CNE,,Air Toronto,CONNECTOR,Canada,N
CNH,,Aquila Air,CHENANGO,United States,N
CNU,,Air Consul,AIR CONSUL,Spain,N
CNX,,Allcanada Express,CANEX,Canada,N
CPF,,ATS Private Company,TECHSERVICE,Ukraine,N
CRD,QC,Air Corridor,AIR CORRIDOR,Mozambique,N
CRF,NV,Air Central,AIR CENTRAL,Japan,N
CRJ,,Air Cruzal,AIR CRUZAL,Angola,N
CRP,,Aerotransportes Corporativos,AEROTRANSCORP,Mexico,N
CRQ,,Air Creebec,CREE,Canada,N
CTA,,Aero Charter and Transport,CHAR-TRAN,United States,N
CTE,,Air Tenglong,TENGLONG,China,N
CTR,,Aerlineas Centauro,CENTAURO,Mexico,N
CUO,,Aerocuahonte,CUAHONTE,Mexico,N
CVA,CV,Air Chathams,CHATHAM,New Zealand,Y
CWM,CW,Air Marshall Islands,AIR MARSHALLS,Marshall Islands,Y
CWP,,Australian Customs Service,COASTWATCH,Australia,N
CYL,,Air One Cityliner,CITYLINER,Italy,N
CYO,,Air Transport,COYOTE,United States,N
CYD,ZA,Access Air,CYCLONE,United States,Y
CYE,,Aerocheyenne,AEROCHEYENNE,Mexico,N
DAH,AH,Air Algerie,AIR ALGERIE,Algeria,Y
DAP,,Aerovias DAP,DAP,Chile,N
DBA,,Air Alpha,DOUBLE-A,United States,N
DBD,,Air Niagara Express,AIR NIAGARA,Canada,N
DEF,,Aviation Defense Service,TIRPA,France,N
DEG,,Air Service Groningen,DEGGER,Netherlands,N
DHI,KI,Adam Air,ADAM SKY,Indonesia,Y
DHL,ER,Astar Air Cargo,DAHL,United States,N
DHM,,Archer Aviation,ARCHER,United Kingdom,N
DIC,,Aeromedica,AEROMEDICA,Mexico,N
DIN,,Aerodin,AERODIN,Mexico,N
DJA,HO,Antinea Airlines,ANTINEA,Algeria,N
DJU,,Air Djibouti,AIR DJIB,Djibouti,N
DLA,EN,Air Dolomiti,DOLOMOTI,Italy,Y
DLS,,Aero Modelo,AEROMODELO,Mexico,N
DLU,,Aerolineas Del Sur,DEL SUR,Chile,N
DMC,,Aerodinamica de Monterrey,DINAMICAMONT,Mexico,N
DMI,,Aeroservicios Dinamicos,AERODINAMICO,Mexico,N
DML,,Aerotaxis Dosmil,,Mexico,N
DNA,,Aerodespachos De El Salvador,AERODESPACHOS,El Salvador,N
DNC,,Aeroynamics Malaga,FLYINGOLIVE,Spain,N
DNJ,,Aerodynamics Incorporated,DYNAJET,United States,N
DNV,D9,Aeroflot-Don,DONAVIA,Russia,Y
DRD,NM,Air Madrid,ALADA AIR,Spain,Y
DRM,,Airways Flight Training,DARTMOOR,United Kingdom,N
DRO,,Aeronaves Del Noreste,AERONORESTE,Mexico,N
DSC,,Addis Air Cargo Services,ADDIS CARGO,Ethiopia,N
DSK,,Aero Algarve,SKYBANNER,Portugal,N
DST,,Aex Air,DESERT,United States,N
DVI,,Aero Davinci International,AERO DAVINCI,Mexico,N
DYN,,Aero Dynamics,AERO DYNAMIC,United States,N
EAE,,Aeroservicios Ecuatorianos,AECA,Ecuador,N
EAP,,Aero-Pyrenees,AERO-PYRENEES,France,N
EAT,,Air Transport,TRANS EUROPE,Slovakia,N
EAY,EE,Aero Airlines,REVAL,Estonia,N
EBC,,Aero Ejecutivo De Baja California,CALIXJET,Mexico,N
ECE,4F,Air City,AIRCITY,Germany,N
ECG,,Aero Ejecutivos RCG,EJECTUIVOS RCG,Mexico,N
ECL,,Aeronautica Castellana,AERO CASTELLANA,Spain,N
ECM,,Aerolineas Comerciales,AERO COMERCIALES,Mexico,N
EDA,,Aerolineas Nacionales Del Ecuador,ANDES,Ecuador,N
EET,,Air Este,AESTE,Spain,N
EFC,,Air Mana,FLIGHT TAXI,France,N
EIN,EI,Aer Lingus,SHAMROCK,Ireland,Y
EJP,,Aeroservicios Ejecutivos Corporativos,EJECCORPORATIVOS,Mexico,N
ELG,E8,Alpi Eagles,ALPI EAGLES,Italy,N
END,,Arrendoora y Transportadora Aerea,ARRENDADORA,Mexico,N
EOS,,Eliossola,ELIOSSOLA,Italy,N
EPA,,Shenzhen Donghai Airlines,DONGHAI AIR,China,N
ENW,,Aeronaves Del Noroeste,AERONOR,Spain,N
EOL,,Airailes,EOLE,France,N
EOM,,Aero Ermes,AERO ERMES,Mexico,N
EPL,,Aero Transportes Empresariales,EMPRESARIALES,Mexico,N
EPS,,Epps Air Service,EPPS AIR,United States,N
EPE,,Aero Empresarial,AEROEMPRESARIAL,Mexico,N
EQL,KY,Air S,EQUATORIAL,Air S,N
ERG,,Avianergo,AVIANERGO,Russia,N
ERI,,Aero Servicios Regiomontanos,ASERGIO,Mexico,N
ERK,,Aerosec,AEROSEC,Chile,N
ERM,,Aeromaan,EOMAAN,Mexico,N
ESB,,Aerosaba,AEROSABA,Mexico,N
ESO,,Avitat,,United Kingdom,N
ESU,,Aerolineas Ejecutivas Del Sureste,ALESUR,Mexico,N
ESZ,,Aeronautica Le Esperanza,ESPERANZA,Mexico,N
ETC,,ATTICO,TRANATTICO,Sudan,N
ETE,,Aero Siete,AEROSIETE,Mexico,N
EUK,,Air Atlanta Europe,SNOWBIRD,United Kingdom,N
EVE,,Air Evex,SUNBEAM,Germany,N
EVR,,Aeronautical Academy of Europe,DIANA,Portugal,N
EXG,,Air Exchange,EXCHANGE,United States,N
FAC,,Atlantic Helicopters,FAROECOPTER,Denmark,N
FAG,,Argentine Air Force,FUAER,Argentina,N
FAJ,PC,Air Fiji,FIJIAIR,Fiji,N
FAN,,AF-Air International,FANBIRD,Angola,N
FBW,,Aviation Data Systems,,United States,N
FCI,,Air Carriers,FAST CHECK,United States,N
FCO,,Aerofrisco,AEROFRISCO,Mexico,N
FCU,,Alfa 4,,Mexico,N
FDA,,African Airlines,AIR SANKORE,Mali,N
FDS,,African Medical and Research Foundation,FLYDOC,Kenya,N
FGT,,Aero Freight,FREIAERO,Mexico,N
FIC,,Aerosafin,AEROSAFIN,Mexico,N
FIF,OF,Air Finland,AIR FINLAND,Finland,Y
FII,,Aerodata Flight Inspection,FLIGHT CHECKER,Germany,N
FIX,,Airfix Aviation,AIRFIX,Finland,Y
FJI,FJ,Air Pacific,PACIFIC,Fiji,Y
FLD,,Air Falcon,,Pakistan,N
FLI,RC,Atlantic Airways,FAROELINE,Faroe Islands,Y
FLZ,QH,Air Florida,AIR FLORIDA,United States,Y
FMT,,Air Fret De Mauritanie,,Mauritania,N
FNM,,Avio Nord,,Italy,N
FNO,,Aeroflota Del Noroeste,RIAZOR,Spain,N
FNX,,Aero Fenix,AERO FENIX,France,N
FRD,,Ford Motor Company,FORD,United States,N
FPY,,African Company Airlines,AFRICOMPANY,Democratic Republic of the Congo,N
FRJ,,Afrijet Airlines,AFRIJET,Nigeria,N
FRK,,Afrika Aviation Handlers,AFRIFAST,Kenya,N
FRQ,,Afrique Chart'air,CHARTER AFRIQUE,Cameroon,N
FRT,,Aerofreight Airlines,,Russia,N
FST,,Aereos Limited,FAST TRACK,United Kingdom,N
FTC,,Air Affaires Tchad,AFFAIRES TCHAD,Chad,N
FTY,,ABC Bedarsflug,FLY TYROL,Austria,N
FXI,NY,Air Iceland,FAXI,Iceland,Y
GAP,2P,Air Philippines,ORIENT PACIFIC,Philippines,Y
GAU,,Aerogaucho,AEROGAUCHO,Uruguay,N
GBJ,,Aero Business Charter,GLOBAL JET,Germany,N
GBN,,Atlantic Airlines,ATLANTIC GABON,Gabon,N
GCF,,Aeronor,AEROCARTO,Spain,N
GCK,,Aerogem Cargo,AEROGEM,Ghana,N
GFO,,Aerovias del Golfo,AEROVIAS GOLFO,Mexico,N
GGL,,Aeronautica,GIRA GLOBO,Angola,N
GGN,ZX,Air Georgian,GEORGIAN,Canada,N
GHL,,Aviance,HANDLING,United Kingdom,N
GHN,,Air Ghana,AIR GHANA,Ghana,N
GIL,,African International Transport,AFRICAN TRANSPORT,Guinea,N
GIP,2U,Air Guinee Express,FUTURE EXPRESS,Guinea,Y
GIZ,,Africa Airlines,AFRILENS,Guinea,N
GLL,,Air Gemini,TWINS,Angola,N
GLT,,Aero Charter,GASLIGHT,United States,N
GME,,Aguilas Mayas Internacional,MAYAN EAGLES,Guatemala,N
GMM,,Aerotaxis Guamuchil,AEROGUAMUCHIL,Mexico,N
GMS,,Aeroservicios Gama,SERVICIOS GAMA,Mexico,N
GNT,0A,Amber Air,GINTA,Lithuania,N
GOA,,Alberta Government,ALBERTA,Canada,N
GRE,,Air Scotland,GREECE AIRWAYS,Greece,N
GRG,DA,Air Georgia,AIR GEORGIA,Georgia,N
GRI,,Air Cargo Center,,Sao Tome and Principe,N
GRL,GL,Air Greenland,GREENLAND,Denmark,Y
GRO,LL,Allegro,ALLEGRO,Mexico,N
GRR,,Agroar - Trabalhos Aereos,AGROAR,Portugal,N
GRX,,Aircompany Grodno,GRODNO,Belarus,N
GSP,,Airlift Alaska,GREEN SPEED,United States,N
GSV,,Agrocentr-Avia,AGRAV,Kazakhstan,N
GTC,,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,GOLDEN WINGS,Turkey,N
GTI,5Y,Atlas Air,GIANT,United States,Y
GTP,,Aerotaxi Grupo Tampico,GRUPOTAMPICO,Mexico,N
GUA,,Aerotaxis de Aguascalientes,AGUASCALIENTES,Mexico,N
GUY,GG,Air Guyane,GREEN BIRD,French Guiana,Y
GVI,,Air Victoria Georgia,IRINA,Georgia,N
HAD,H9,Air D'Ayiti,HAITI AVIA,Haiti,N
HAH,GG,Air Comores International,AIR COMORES,Comoros,N
HAT,,Air Taxi,TAXI BIRD,France,N
HEI,,Aerohein,AEROHEIN,Chile,N
HGH,,Atlantic Air Lift,HIGHER,France,N
HHA,,Atlantic Airlines de Honduras,ATLANTIC HONDURAS,Honduras,N
HID,,Aviacion Ejecutiva De Hildago,EJECUTIVA HIDALGO,Mexico,N
HJA,,Air Haiti,AIRHAITI,Haiti,N
HJT,,Al Rais Cargo,AL-RAIS CARGO,United Arab Emirates,N
HKH,,Air-Invest,HAWKHUNGARY,Hungary,N
HMA,,Air Tahoma,TAHOMA,United States,N
HMT,,Air Nova,HAMILTON,Canada,N
HOM,,Aero Homex,AERO HOMEX,Mexico,N
HPO,,Almiron Aviation,ALMIRON,Uganda,N
HQO,,Avinor,,Norway,N
HYR,,Airlink Airways,HIGHFLYER,Ireland,N
HZT,8C,Air Horizon,HORIZON TOGO,Togo,N
IAE,,AC Insat-Aero,,Russia,N
ICM,,Air Inter Cameroun,INTER-CAMEROUN,Cameroon,N
IFI,,Air Lift,HELLAS LIFT,Greece,N
IKM,,Aero Survey,GHANA SURVEY,Ghana,N
ILK,,Aero Airline,ILEK,Kazakhstan,N
IME,,Airtime Charters,AIRTIME,United Kingdom,N
